"Loja";"Name Searched";"Name Found";"Price";"URL"
"Balão da Informática";"Pokemon Rumble Blast";"-";"-";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"Pokemon Rumble Blast";"Jogo Pokémon Rumble Blast - 3DS";"299,90";"http://buscas.casasbahia.com.br/search?w=Pokemon+Rumble+Blast"
"Extra";"Pokemon Rumble Blast";"Jogo Pokémon Rumble Blast - 3DS";"299,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Pokemon%20Rumble%20Blast&url=http%3a%2f%2fproduto.extra.com.br%2f470667%3f&rk=1&uid=324223343&sid=2&ts=custom&rsc=BDs2HVA4Q-ABpSS-&method=and&isort=score&view=grid"
"E-Virtua";"Pokemon Rumble Blast";"-";"-";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Pokemon Rumble Blast";"-";"-";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Pokemon Rumble Blast";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Pokemon Rumble Blast";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Pokemon Rumble Blast";"POKEMON RUMBLE BLAST (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/pokemon-rumble-blast-3ds-29086057"
"Mula Games";"Pokemon Rumble Blast";"Pokémon Rumble Blast - 3DS";"118.9";"http://www.mulagames.com.br/Pokemon-Rumble-Blast-3DS/prod-457664/"
"Ponto Frio";"Pokemon Rumble Blast";"-";"-";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Pokemon Rumble Blast";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Pokemon Rumble Blast";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Pokemon Rumble Blast";"Jogo Pokémon Rumble Blast - 3DS";"Indisponível";"http://ww2.shopfacil.com.br/jogo-pokemon-rumble-blast---3ds-2367812/p"
"Shop Facil";"Pokemon Rumble Blast";"Jogo Nintendo 3DS - Pokémon Rumble Blast";"Indisponível";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds---pokemon-rumble-blast-2197187/p"
"Shop Time";"Pokemon Rumble Blast";"Game Pokémon Rumble Blast - 3DS";"R$ 299,90";"http://www.shoptime.com.br/produto/110455209/game-pokemon-rumble-blast-3ds"
"ShopB";"Pokemon Rumble Blast";"-";"-";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Pokemon Rumble Blast";"Game Pokémon Rumble Blast - 3DS";"R$ 299,90";"http://www.submarino.com.br/produto/110455209/game-pokemon-rumble-blast-3ds"
"Walmart";"Pokemon Rumble Blast";"Jogo Pokemon Rumble Blast Nintendo 3DS";"Indisponível";"http://www.walmart.com.br//jogo-pokemon-rumble-blast-nintendo-3ds/3375348/pr"
"Nintendo eShop";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate";"$39.99*";"http://www.nintendo.com/games/detail/xKYkSY9ybVIBDX3rGWZ0CBDZgtLt9Am3"
"Americanas";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 219,00";"http://www.americanas.com.br/produto/8579697/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Americanas";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 229,99";"http://www.americanas.com.br/produto/9814064/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Americanas";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3ds";"R$ 233,09";"http://www.americanas.com.br/produto/9869641/monster-hunter-4-ultimate-3ds"
"Americanas";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3ds";"R$ 239,90";"http://www.americanas.com.br/produto/9957090/monster-hunter-4-ultimate-n3ds"
"Americanas";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3ds";"R$ 239,90";"http://www.americanas.com.br/produto/9957090/monster-hunter-4-ultimate-n3ds"
"Big Boy Games";"monster hunter ultimate 4";"3DS - Monster Hunter 4 Ultimate";"R$ 188,89";"http://www.bigboygames.com.br/3ds-monster-hunter-4-ultimate-p6907/"
"Balão da Informática";"monster hunter ultimate 4";"-";"-";"https://www.balaodainformatica.com.br/Produtos/Buscar/?busca=<BUSCA>"
"Casas Bahia";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3DS";"239,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6156361%3f&rk=1&uid=324466700&sid=2&ts=custom&rsc=QjYeuCtVpw5DN7le&method=and&isort=score&view=grid"
"Casas Bahia";"monster hunter ultimate 4";"Game Monster Hunter Ultimate 4 - 3DS";"218,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5413956%3f&rk=2&uid=324466700&sid=2&ts=custom&rsc=1yCypWUOAf%3a4yz3u&method=and&isort=score&view=grid"
"Casas Bahia";"monster hunter ultimate 4";"3DS - Monster Hunter 4 Ultimate";"194,21";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6366529%3f&rk=3&uid=324466700&sid=2&ts=custom&rsc=C%3ajGDCAKao0x2Z9x&method=and&isort=score&view=grid"
"Casas Bahia";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3DS";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5567551%3f&rk=6&uid=324466700&sid=2&ts=custom&rsc=r%3aiOTHFglno-4ncm&method=and&isort=score&view=grid"
"Extra";"monster hunter ultimate 4";"Game Monster Hunter Ultimate 4 - 3DS";"218,00";"http://buscando.extra.com.br/search?p=R&srid=S1-4SEAP&lbc=extra&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.extra.com.br%2f5413956%3f&rk=1&uid=324514365&sid=2&ts=custom&rsc=WCHFyoOcqmsR-uW%3a&method=and&isort=score&view=grid"
"Extra";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3DS";"239,90";"http://buscando.extra.com.br/search?p=R&srid=S1-4SEAP&lbc=extra&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.extra.com.br%2f6156361%3f&rk=2&uid=324514365&sid=2&ts=custom&rsc=CFEh3jfJZKjbByqS&method=and&isort=score&view=grid"
"Extra";"monster hunter ultimate 4";"3DS - Monster Hunter 4 Ultimate";"194,21";"http://buscando.extra.com.br/search?p=R&srid=S1-4SEAP&lbc=extra&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.extra.com.br%2f6366529%3f&rk=3&uid=324514365&sid=2&ts=custom&rsc=Eqb%3a1q9UlYUNF8UY&method=and&isort=score&view=grid"
"Extra";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3DS";"Indisponível";"http://buscando.extra.com.br/search?p=R&srid=S1-4SEAP&lbc=extra&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.extra.com.br%2f5567551%3f&rk=6&uid=324514365&sid=2&ts=custom&rsc=Pi-gbUX48zqEzSZA&method=and&isort=score&view=grid"
"E-Virtua";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - Nintendo 3DS - -";"R$ 199,90";"http://www.evirtua.com.br//monster-hunter-4-ultimate-nintendo-3ds/3685-01"
"Fast Games";"monster hunter ultimate 4";"-";"-";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Fast Shop";"monster hunter ultimate 4";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"monster hunter ultimate 4";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"monster hunter ultimate 4";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3DS";"198.9";"http://www.mulagames.com.br/Monster-Hunter-4-Ultimate-3DS/prod-2690779/"
"Ponto Frio";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3DS";"239,90";"http://search.pontofrio.com.br/search?p=R&srid=S2-3IADP&lbc=pontofrio-br&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6156361%3f&rk=1&uid=324655596&sid=2&ts=custom&rsc=MH-3IWGTRHH0v1p3&method=and&isort=score&view=grid"
"Ponto Frio";"monster hunter ultimate 4";"Game Monster Hunter Ultimate 4 - 3DS";"218,00";"http://search.pontofrio.com.br/search?p=R&srid=S2-3IADP&lbc=pontofrio-br&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5413956%3f&rk=3&uid=324655596&sid=2&ts=custom&rsc=XuZWllFXeiCKlQmO&method=and&isort=score&view=grid"
"Ponto Frio";"monster hunter ultimate 4";"3DS - Monster Hunter 4 Ultimate";"194,21";"http://search.pontofrio.com.br/search?p=R&srid=S2-3IADP&lbc=pontofrio-br&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6366529%3f&rk=4&uid=324655596&sid=2&ts=custom&rsc=u0Wr1DxTVdJAF%3abd&method=and&isort=score&view=grid"
"Ponto Frio";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3DS";"Indisponível";"http://search.pontofrio.com.br/search?p=R&srid=S2-3IADP&lbc=pontofrio-br&w=monster%20hunter%20ultimate%204&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5567551%3f&rk=7&uid=324655596&sid=2&ts=custom&rsc=wNquPIJ4lY2Mb6ca&method=and&isort=score&view=grid"
"Ricardo Eletro";"monster hunter ultimate 4";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"monster hunter ultimate 4";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Shop Time";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3ds";"R$ 233,09";"http://www.shoptime.com.br/produto/9869641/monster-hunter-4-ultimate-3ds"
"Shop Time";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3ds";"R$ 239,90";"http://www.shoptime.com.br/produto/9957090/monster-hunter-4-ultimate-n3ds"
"Shop Time";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 219,00";"http://www.shoptime.com.br/produto/8579697/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Shop Time";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 229,99";"http://www.shoptime.com.br/produto/9814064/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Shop Time";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 229,99";"http://www.shoptime.com.br/produto/9814064/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"ShopB";"monster hunter ultimate 4";"Jogo Monster Hunter 4 Ultimate - 3DS";" 189,99";"http://www.shopb.com.br/jogo-monster-hunter-4-ultimate-3ds-7314207"
"Submarino";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 229,99";"http://www.submarino.com.br/produto/9814064/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Submarino";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate - 3ds";"R$ 233,09";"http://www.submarino.com.br/produto/9869641/monster-hunter-4-ultimate-3ds"
"Submarino";"monster hunter ultimate 4";"Jogo Nintendo 3ds Monster Hunter Ultimate 4 - Capcom";"R$ 219,00";"http://www.submarino.com.br/produto/8579697/jogo-nintendo-3ds-monster-hunter-ultimate-4-capcom"
"Submarino";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3ds";"R$ 239,90";"http://www.submarino.com.br/produto/9957090/monster-hunter-4-ultimate-n3ds"
"Walmart";"monster hunter ultimate 4";"Monster Hunter 4 Ultimate N3DS";"239.9";"http://www.walmart.com.br//monster-hunter-4-ultimate-n3ds/3629385/pr"
"Zig Store";"monster hunter ultimate 4";"3DS - Monster Hunter 4 Ultimate";"R$ 178,60";"http://www.zigstore.com.br/pesquisa/?p=monster+hunter+ultimate+4"
"Nintendo eShop";"Zelda Majora Mask";"The Legend of Zelda: Majora's Mask 3D";"$39.99*";"http://www.nintendo.com/games/detail/c8UrE_y0o-DfMVe3HdlM699oMfoM1OFt"
"Nintendo eShop";"Zelda Majora Mask";"The Legend of Zelda: Majora's Mask";"Indisponível";"http://www.nintendo.com/games/detail/7OfVrKE-E5ri9Rjnqx9FBs0gIzJGZtns"
"Americanas";"Zelda Majora Mask";"Game - The Legend Of Zelda - Majora's Mask 3D - 3DS";"R$ 208,90";"http://www.americanas.com.br/produto/124422483/game-the-legend-of-zelda-majora-s-mask-3d-3ds"
"Big Boy Games";"Zelda Majora Mask";"3DS - The Legend Of Zelda: Majora's Mask";"R$ 142,09";"http://www.bigboygames.com.br/3ds-the-legend-of-zelda-majora-s-mask-p6931/"
"Big Boy Games";"Zelda Majora Mask";"3DS - The Legend Of Zelda: Majora's Mask + The Legend of Zelda: A Link Between Worlds";"R$ 230,09";"http://www.bigboygames.com.br/3ds-the-legend-of-zelda-majora-s-mask-the-legend-of-zelda-a-link-between-worlds-p7589/"
"Balão da Informática";"Zelda Majora Mask";"Jogo The Legend Of Zelda: Majora's Mask 3d Nintendo 3ds";"R$ 185,29";"https://www.balaodainformatica.com.br//ProdutoAnuncio/1043835/Jogo-The-Legend-Of-Zelda-Majora's-Mask-3d-Nintendo-3ds"
"Casas Bahia";"Zelda Majora Mask";"The Legend Of Zelda: Majoras Mask 3d - 3ds";"239,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5177393%3f&rk=1&uid=324832787&sid=2&ts=custom&rsc=7l5uqj0L-T6GaScr&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"Jogo The Legend of Zelda: Majora's Mask 3D - Nintendo 3DS";"159,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5303038%3f&rk=2&uid=324832787&sid=2&ts=custom&rsc=qlfeEv0-BYVOl6DU&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"The Legend of Zelda Majora`s Mask N3DS";"269,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6156275%3f&rk=3&uid=324832787&sid=2&ts=custom&rsc=SaDRXCfdIUeiP73s&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"THE LEGEND OF ZELDA: MAJORA`S MASK 3D - 3DS";"239,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6438203%3f&rk=4&uid=324832787&sid=2&ts=custom&rsc=N%3aMen4M8aUva4Smr&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"217,89";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5567550%3f&rk=5&uid=324832787&sid=2&ts=custom&rsc=HmhzBBsIFU50Iabp&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5413299%3f&rk=10&uid=324832787&sid=2&ts=custom&rsc=D1B-uF5zytdPQhhC&method=and&isort=score&view=grid"
"Casas Bahia";"Zelda Majora Mask";"The Legend Of Zelda - Majora S Mask 3D 3Ds";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3SEAP&lbc=casasbahia&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6192384%3f&rk=11&uid=324832787&sid=2&ts=custom&rsc=uLtbz3Mso5joKsPA&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"Jogo The Legend of Zelda: Majora's Mask 3D - Nintendo 3DS";"159,99";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f5303038%3f&rk=1&uid=324929456&sid=2&ts=custom&rsc=tBXpYnxz3I3i16o1&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"217,89";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f5567550%3f&rk=2&uid=324929456&sid=2&ts=custom&rsc=jmcQN7X1JRaYbrf0&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"The Legend of Zelda Majora`s Mask N3DS";"269,90";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f6156275%3f&rk=3&uid=324929456&sid=2&ts=custom&rsc=U%3a1wSou8heM0YZ4D&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"THE LEGEND OF ZELDA: MAJORA`S MASK 3D - 3DS";"239,99";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f6438203%3f&rk=4&uid=324929456&sid=2&ts=custom&rsc=p196F3pFuLRBEidZ&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"The Legend Of Zelda: Majoras Mask 3d - 3ds";"239,00";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f5177393%3f&rk=5&uid=324929456&sid=2&ts=custom&rsc=qu2AnhCck04f0SaC&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"The Legend Of Zelda - Majora S Mask 3D 3Ds";"Indisponível";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f6192384%3f&rk=6&uid=324929456&sid=2&ts=custom&rsc=S-ALNYSKBcS80hA1&method=and&isort=score&view=grid"
"Extra";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"Indisponível";"http://buscando.extra.com.br/search?p=R&srid=S2-9IADP&lbc=extra&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.extra.com.br%2f5413299%3f&rk=11&uid=324929456&sid=2&ts=custom&rsc=-06qOdUhaQq3Bsq%3a&method=and&isort=score&view=grid"
"E-Virtua";"Zelda Majora Mask";"The Legend of Zelda: Majora's Mask 3D - Nintendo 3DS - -";"R$ 189,90";"http://www.evirtua.com.br//the-legend-of-zelda-majora-s-mask-3d-nintendo-3ds/3684-01"
"Fast Games";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"R$ 189,91";"http://www.fastgames.com.br/the-legend-of-zelda-majoras-mask-3d-3ds-pr-9402-187970.htm"
"Fast Shop";"Zelda Majora Mask";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"Zelda Majora Mask";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Zelda Majora Mask";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Zelda Majora Mask";"LEGEND OF ZELDA MAJORA'S MASK 3D COLLECTOR'S EDITI LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 190,40";"http://www.livrariacultura.com.br/p/legend-of-zelda-majoras-mask-3d-collectors-editi-42863390"
"Livraria Cultura";"Zelda Majora Mask";"LEGEND OF ZELDA MAJORA'S MASK 3D LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 125,00";"http://www.livrariacultura.com.br/p/legend-of-zelda-majoras-mask-3d-42863407"
"Livraria Cultura";"Zelda Majora Mask";"LEGEND OF ZELDA: MAJORA’S MASK 3D GAME GUIDE";"R$ 9,52";"http://www.livrariacultura.com.br/p/legend-of-zelda-majoras-mask-3d-game-guide-91796074"
"Mula Games";"Zelda Majora Mask";"The Legend of Zelda: Majora’s Mask 3D - 3DS";"189.9";"http://www.mulagames.com.br/The-Legend-of-Zelda--Majora---s-Mask-3D-3DS/prod-2734660/"
"Ponto Frio";"Zelda Majora Mask";"Jogo The Legend of Zelda: Majora's Mask 3D - Nintendo 3DS";"159,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5303038%3f&rk=1&uid=325131881&sid=2&ts=custom&rsc=XSMZKTTHAFc0VGB%3a&method=and&isort=score&view=grid"
"Ponto Frio";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"Indisponível";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5413299%3f&rk=2&uid=325131881&sid=2&ts=custom&rsc=1oKmBK%3arjWHY0-rF&method=and&isort=score&view=grid"
"Ponto Frio";"Zelda Majora Mask";"The Legend of Zelda: Majoras Mask 3D - 3DS";"217,89";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5567550%3f&rk=3&uid=325131881&sid=2&ts=custom&rsc=-brQ0HKbiGsPSauf&method=and&isort=score&view=grid"
"Ponto Frio";"Zelda Majora Mask";"The Legend of Zelda Majora`s Mask N3DS";"269,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6156275%3f&rk=4&uid=325131881&sid=2&ts=custom&rsc=nz4XXqn2AdV5hVpW&method=and&isort=score&view=grid"
"Ponto Frio";"Zelda Majora Mask";"THE LEGEND OF ZELDA: MAJORA`S MASK 3D - 3DS";"239,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6438203%3f&rk=5&uid=325131881&sid=2&ts=custom&rsc=6fgqeStBZa2Unoie&method=and&isort=score&view=grid"
"Ponto Frio";"Zelda Majora Mask";"The Legend Of Zelda: Majoras Mask 3d - 3ds";"239,00";"http://search.pontofrio.com.br/search?p=R&srid=S1-4SEAP&lbc=pontofrio-br&w=Zelda%20Majora%20Mask&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5177393%3f&rk=6&uid=325131881&sid=2&ts=custom&rsc=oFb0%3aKjw8zvrr5hE&method=and&isort=score&view=grid"
